group_id,alice,david,emily,jacob,james,john,mike,lucas,mary,sarah
eb04b773,V2,4.5,A0,,27.0,X0,0,2.5,1.0,
eb04b773,V6,4.9,A1,,26.0,X0,0,2.3,1.6,
eb04b773,V6,5.2,A1,,27.0,X4,0,2.2,0.5,
eb04b773,V9,5.1,A1,,26.0,X4,0,2.0,2.3,
eb04b773,V9,5.0,A1,,26.0,X4,0,1.9,1.9,
eb04b773,V9,5.0,A1,,25.0,X7,0,1.7,0.3,
eb04b773,V6,5.0,A0,,25.0,X7,0,1.5,3.1,
eb04b773,V10,5.0,A0,,25.0,X5,0,1.4,1.6,
eb04b773,V10,5.0,A0,,25.0,X5,0,1.3,2.7,
eb04b773,V6,5.0,A0,,25.0,X4,0,1.1,2.2,
5da0843e,V2,5.0,A0,,21.0,X6,13,2.1,3.5,0.0
5da0843e,V2,4.8,A0,,18.0,X7,14,1.7,2.4,0.0
5da0843e,V3,4.7,A0,,18.0,X6,15,1.6,0.7,0.0
5da0843e,V3,4.8,A0,,19.0,X4,14,1.5,0.2,0.0
5da0843e,V9,4.9,A0,,19.0,X5,14,1.4,0.3,0.0
5da0843e,V9,4.9,A0,,21.0,X5,14,1.4,0.5,0.0
5da0843e,V9,5.0,A0,,21.0,X5,14,1.3,0.4,0.0
5da0843e,V2,5.0,A0,,22.0,X7,13,1.2,0.1,0.0
5da0843e,V2,5.1,A0,,23.0,X1,13,1.1,0.5,0.0
5da0843e,V8,5.1,A0,,22.0,X7,15,0.9,1.6,0.0
6d71e8ad,V0,4.2,A0,,16.0,X2,7,1.7,1.4,
6d71e8ad,V0,4.2,A0,,17.0,X3,6,1.7,1.7,
6d71e8ad,V0,4.3,A0,,17.0,X3,3,1.5,2.2,
6d71e8ad,V0,4.3,A0,,18.0,X4,2,1.5,2.8,
6d71e8ad,V0,4.3,A0,,18.0,X2,1,1.3,2.2,
6d71e8ad,V0,4.4,A0,,17.0,X2,1,1.1,1.4,
6d71e8ad,V0,4.3,A0,,16.0,X2,0,0.9,1.1,
6d71e8ad,V0,4.4,A0,,16.0,X2,0,0.8,1.7,
6d71e8ad,V0,4.1,A0,,20.0,X2,0,0.9,1.4,
6d71e8ad,V0,4.6,A0,,18.0,X2,0,0.7,1.1,
b5c8f509,V2,5.1,A1,12.0,26.0,X4,6,2.4,0.9,0.0
b5c8f509,V3,4.9,A1,9.0,27.0,X5,7,2.3,0.4,0.0
b5c8f509,V2,5.0,A1,18.0,26.0,X6,7,2.1,1.7,0.0
b5c8f509,V2,4.8,A1,17.0,26.0,X6,8,2.0,1.6,0.0
b5c8f509,V2,4.8,A1,16.0,27.0,X6,8,1.9,1.4,0.0
b5c8f509,V2,4.9,A1,22.0,27.0,X6,6,1.8,2.5,0.0
b5c8f509,V2,4.8,A1,20.0,27.0,X5,6,1.7,2.1,0.0
b5c8f509,V2,4.9,A1,17.0,28.0,X5,6,1.6,1.8,0.0
b5c8f509,V2,4.6,A1,19.0,28.0,X4,6,1.5,2.1,0.0
b5c8f509,V2,4.5,A1,20.0,29.0,X4,7,1.4,2.1,0.0
6872b31f,V2,4.7,A0,19.0,24.0,X4,1,2.3,2.0,0.0
6872b31f,V2,4.7,A0,15.0,22.0,X4,1,2.0,1.5,0.0
6872b31f,V2,4.5,A0,9.0,23.0,X2,1,1.9,0.5,0.0
6872b31f,V2,4.7,A0,14.0,23.0,X2,1,1.8,1.2,0.0
6872b31f,V2,4.5,A0,14.0,22.0,X2,0,1.6,1.2,0.0
6872b31f,V2,4.4,A0,12.0,23.0,X2,0,1.5,1.1,0.0
6872b31f,V2,4.6,A0,7.0,24.0,X1,0,1.5,0.3,0.0
6872b31f,V2,4.6,A0,10.0,24.0,X2,0,1.3,0.8,0.0
6872b31f,V2,4.7,A0,8.0,25.0,X3,0,1.3,0.3,0.0
6872b31f,V2,4.8,A0,11.0,24.0,X4,0,1.1,0.8,0.0
5e9bc0c9,V0,5.2,A1,14.0,28.0,X4,6,2.5,1.2,0.0
5e9bc0c9,V0,4.9,A1,18.0,29.0,X5,7,2.5,1.6,0.0
5e9bc0c9,V0,5.0,A1,17.0,28.0,X4,8,2.3,1.4,0.0
5e9bc0c9,V0,5.3,A1,15.0,27.0,X4,9,2.1,1.4,0.0
5e9bc0c9,V0,5.2,A1,14.0,26.0,X4,8,1.9,1.1,0.0
5e9bc0c9,V0,5.2,A1,14.0,27.0,X4,7,1.8,1.1,0.0
5e9bc0c9,V0,5.1,A1,15.0,27.0,X4,7,1.7,1.2,0.0
5e9bc0c9,V0,5.1,A1,15.0,28.0,X4,6,1.6,1.2,0.0
5e9bc0c9,V0,5.2,A1,12.0,27.0,X4,6,1.4,1.0,0.0
5e9bc0c9,V0,5.3,A1,14.0,27.0,X5,6,1.3,1.1,0.0
4fad157a,V3,4.7,A1,30.0,28.0,X1,5,2.5,3.6,0.0
4fad157a,V3,4.8,A1,29.0,28.0,X1,5,2.4,3.5,0.0
4fad157a,V2,4.9,A1,24.0,28.0,X1,6,2.3,2.5,0.0
4fad157a,V3,4.8,A1,25.0,29.0,X1,7,2.2,2.7,0.0
4fad157a,V3,4.7,A1,19.0,30.0,X1,8,2.1,1.7,0.0
4fad157a,V1,4.6,A1,15.0,31.0,X2,8,2.1,0.7,0.0
4fad157a,V3,4.7,A1,16.0,31.0,X5,7,1.9,1.3,0.0
4fad157a,V2,4.9,A1,14.0,30.0,X4,7,1.7,1.0,0.0
4fad157a,V2,5.2,A1,9.0,29.0,X4,5,1.5,0.5,0.0
4fad157a,V2,4.9,A1,9.0,29.0,X3,5,1.4,0.3,0.0
23394d0f,V4,5.2,A1,13.0,28.0,X5,16,2.5,0.9,0.0
23394d0f,V4,5.3,A1,12.0,27.0,X4,17,2.3,0.6,0.0
23394d0f,V2,5.2,A1,14.0,27.0,X5,17,2.2,1.2,0.0
23394d0f,V2,5.1,A1,15.0,28.0,X5,17,2.1,1.2,0.0
23394d0f,V2,5.0,A2,15.0,30.0,X4,16,2.1,1.7,0.0
23394d0f,V1,5.0,A1,14.0,29.0,X4,16,1.9,1.1,0.0
23394d0f,V2,5.0,A1,15.0,28.0,X5,16,1.7,1.4,0.0
23394d0f,V2,5.2,A1,15.0,28.0,X5,15,1.6,0.8,0.0
23394d0f,V2,5.2,A1,14.0,28.0,X5,14,1.5,1.1,0.0
23394d0f,V2,5.2,A1,14.0,29.0,X4,13,1.4,1.1,0.0
300dae95,V0,5.0,A0,,15.0,X7,0,1.7,5.0,
300dae95,V0,5.2,A0,,22.0,X0,0,2.0,3.6,
300dae95,V0,5.3,A0,,22.0,X0,0,1.9,5.0,
300dae95,V0,5.3,A0,,23.0,X0,0,1.8,3.6,
300dae95,V0,5.1,A0,,23.0,X3,0,1.7,3.3,
300dae95,V0,5.1,A0,,23.0,X2,0,1.5,3.6,
300dae95,V0,5.0,A0,,23.0,X2,0,1.4,3.9,
300dae95,V0,4.9,A0,,24.0,X2,2,1.3,3.3,
300dae95,V0,5.1,A0,,23.0,X2,6,1.1,2.2,
300dae95,V0,5.2,A0,,22.0,X2,12,0.9,1.9,
fc1bc0ae,V3,4.7,A0,10.0,11.0,X4,20,1.4,0.5,0.0
fc1bc0ae,V1,4.7,A0,13.0,11.0,X4,20,1.3,1.1,0.0
fc1bc0ae,V1,4.5,A0,14.0,12.0,X4,20,1.2,1.2,0.0
fc1bc0ae,V1,4.5,A0,14.0,14.0,X4,20,1.2,1.3,0.0
fc1bc0ae,V2,4.7,A0,13.0,14.0,X4,20,1.1,1.1,0.0
fc1bc0ae,V2,4.9,A0,14.0,13.0,X4,19,0.9,1.0,0.0
fc1bc0ae,V2,5.0,A0,10.0,13.0,X2,17,0.7,0.7,0.0
fc1bc0ae,V2,5.0,A0,10.0,14.0,X2,16,0.7,0.7,0.0
fc1bc0ae,V2,5.1,A0,13.0,14.0,X1,14,0.5,1.1,0.0
fc1bc0ae,V2,5.0,A0,20.0,18.0,X2,11,0.7,1.6,0.0
f36ab8f4,V7,5.1,A0,14.0,23.0,X2,0,2.2,1.3,0.3
f36ab8f4,V7,5.1,A0,10.0,22.0,X5,0,2.0,0.4,0.0
f36ab8f4,V3,4.7,A0,18.0,24.0,X4,0,2.0,1.6,0.0
f36ab8f4,V2,4.6,A0,21.0,23.0,X7,0,1.8,2.0,0.0
f36ab8f4,V2,4.6,A0,22.0,21.0,X6,0,1.5,2.1,
f36ab8f4,V2,4.6,A0,19.0,20.0,X7,0,1.3,2.1,0.0
f36ab8f4,V2,4.4,A0,18.0,19.0,X6,0,1.1,1.9,0.0
f36ab8f4,V2,4.4,A0,19.0,18.0,X7,0,0.9,1.7,0.0
f36ab8f4,V3,4.6,A0,16.0,18.0,X6,0,0.8,1.6,0.0
f36ab8f4,V3,4.4,A0,16.0,16.0,X6,0,0.5,1.4,0.0
2554e182,V7,4.4,A0,21.0,24.0,X1,0,2.3,1.7,0.0
2554e182,V2,4.6,A0,16.0,23.0,X2,0,2.1,1.2,0.0
2554e182,V2,4.8,A0,11.0,22.0,X2,0,1.9,1.0,0.0
2554e182,V7,5.1,A0,15.0,22.0,X2,0,1.7,1.6,0.0
2554e182,V2,4.9,A0,11.0,22.0,X2,0,1.6,0.7,0.0
2554e182,V7,5.0,A0,9.0,22.0,X2,0,1.5,0.6,0.0
2554e182,V7,4.8,A0,25.0,23.0,X4,1,1.4,3.0,0.0
2554e182,V7,4.8,A0,27.0,21.0,X4,1,1.1,2.5,0.0
2554e182,V7,4.7,A0,21.0,21.0,X4,3,1.0,2.2,0.0
2554e182,V2,4.6,A0,20.0,21.0,X4,5,0.9,1.7,0.0
ba52de88,V2,4.5,A0,14.0,19.0,X2,0,1.9,0.4,0.0
ba52de88,V3,4.6,A0,14.0,19.0,X7,0,1.8,1.1,0.0
ba52de88,V1,4.5,A0,13.0,18.0,X7,0,1.6,1.1,0.0
ba52de88,V3,4.4,A0,12.0,18.0,X4,0,1.5,0.6,0.0
ba52de88,V1,4.7,A0,9.0,15.0,X4,0,1.1,0.3,0.0
ba52de88,V1,4.7,A0,11.0,12.0,X1,0,0.8,0.4,0.0
ba52de88,V1,4.7,A0,11.0,10.0,X3,0,0.5,0.4,0.0
ba52de88,V3,4.8,A0,8.0,12.0,X5,0,0.5,0.6,0.0
ba52de88,V1,4.9,A0,10.0,10.0,X2,0,0.3,0.7,0.0
ba52de88,V3,4.8,A0,8.0,13.0,X2,0,0.3,0.2,0.0
51a86a75,V0,4.3,A0,27.0,20.0,X2,0,2.0,3.0,0.0
51a86a75,V0,4.5,A0,32.0,19.0,X2,0,1.8,3.7,0.0
51a86a75,V0,4.4,A0,31.0,19.0,X2,0,1.7,3.5,0.0
51a86a75,V0,4.7,A0,29.0,20.0,X2,0,1.6,3.4,0.0
51a86a75,V0,4.5,A0,25.0,21.0,X2,0,1.5,2.9,0.0
51a86a75,V0,4.4,A0,27.0,22.0,X2,0,1.5,2.7,0.0
51a86a75,V0,4.4,A0,28.0,23.0,X2,0,1.4,3.0,0.0
51a86a75,V0,4.5,A0,24.0,24.0,X2,0,1.3,2.6,0.0
51a86a75,V0,4.5,A0,31.0,24.0,X2,0,1.2,3.8,0.0
51a86a75,V0,4.3,A0,28.0,25.0,X2,0,1.1,3.4,0.0
64c8b9a9,V2,5.3,A3,9.0,34.0,X5,6,2.9,1.1,0.0
64c8b9a9,V2,5.1,A2,16.0,34.0,X5,7,2.8,2.2,0.0
64c8b9a9,V2,4.7,A2,19.0,34.0,X5,10,2.7,1.9,0.0
64c8b9a9,V2,4.6,A2,16.0,34.0,X5,11,2.5,0.8,0.0
64c8b9a9,V2,4.9,A2,16.0,33.0,X1,12,2.3,0.8,0.0
64c8b9a9,V2,5.0,A2,15.0,33.0,X4,14,2.2,1.4,0.0
64c8b9a9,V2,5.2,A2,15.0,33.0,X7,14,2.1,0.3,0.0
64c8b9a9,V2,5.1,A2,12.0,33.0,X6,16,1.9,0.8,0.0
64c8b9a9,V2,5.0,A2,8.0,34.0,X7,16,1.9,0.6,0.0
64c8b9a9,V1,4.7,A2,9.0,34.0,X0,15,1.7,0.0,0.0
bea0cb25,V0,4.9,,,6.0,X7,0,1.1,3.0,
bea0cb25,V0,4.9,,,7.0,X7,0,1.0,4.2,
bea0cb25,V0,5.0,,,9.0,X6,0,1.0,3.6,
bea0cb25,V0,5.0,,,9.0,X6,0,0.9,4.2,
bea0cb25,V0,5.0,,,9.0,X6,0,0.7,3.0,
bea0cb25,V0,5.0,,,9.0,X6,0,0.6,2.5,
bea0cb25,V0,5.0,,,9.0,X6,0,0.5,3.0,
bea0cb25,V0,5.0,A0,,10.0,X6,0,0.4,3.3,
bea0cb25,V0,5.1,A0,,11.0,X6,0,0.3,3.3,
bea0cb25,V0,5.0,A0,,11.0,X6,0,0.2,3.0,
a51fe9f9,V0,4.6,A0,7.0,21.0,X0,9,2.1,0.2,0.0
a51fe9f9,V0,4.7,A0,7.0,23.0,X7,7,2.1,0.3,0.0
a51fe9f9,V0,5.0,A0,7.0,22.0,X7,6,1.9,0.2,0.0
a51fe9f9,V0,5.0,A0,7.0,21.0,X7,5,1.7,0.2,0.0
a51fe9f9,V0,5.0,A0,7.0,22.0,X0,5,1.6,0.3,0.0
a51fe9f9,V0,5.1,A0,7.0,19.0,X1,5,1.3,0.3,0.0
a51fe9f9,V0,5.1,A0,6.0,23.0,X2,6,1.4,0.1,0.0
a51fe9f9,V0,5.2,A0,6.0,23.0,X2,6,1.3,0.2,0.0
a51fe9f9,V0,5.1,A0,7.0,24.0,X4,6,1.2,0.2,0.0
a51fe9f9,V0,5.1,A0,7.0,18.0,X2,6,0.7,1.3,0.0
b99ebd72,V1,4.7,A0,7.0,15.0,X0,18,1.7,0.2,0.0
b99ebd72,V1,4.6,A0,7.0,15.0,X0,18,1.5,0.3,0.0
b99ebd72,V1,4.5,A0,7.0,13.0,X0,16,1.3,0.2,0.0
b99ebd72,V1,4.2,,8.0,11.0,X1,15,1.0,0.3,0.0
b99ebd72,V1,4.3,A0,10.0,12.0,X1,14,0.9,0.4,0.0
b99ebd72,V1,4.6,A0,12.0,15.0,X1,12,1.0,0.6,0.0
b99ebd72,V1,4.6,A0,18.0,17.0,X1,12,1.0,1.1,0.0
b99ebd72,V1,4.5,A0,20.0,18.0,X2,12,0.9,1.4,0.0
b99ebd72,V1,4.5,A0,18.0,17.0,X1,9,0.7,1.1,0.0
b99ebd72,V1,4.6,A0,15.0,16.0,X1,7,0.5,0.9,0.0
8cbc7d65,V0,4.6,A1,,30.0,X4,16,2.7,0.6,
8cbc7d65,V0,4.5,A1,,30.0,X1,16,2.5,1.4,
8cbc7d65,V0,4.2,A1,,31.0,X6,15,2.5,0.5,
8cbc7d65,V0,4.2,A1,,31.0,X7,13,2.3,0.8,
8cbc7d65,V0,4.3,A1,,31.0,X1,10,2.2,0.8,
8cbc7d65,V0,4.4,A1,,30.0,X0,8,2.0,0.3,
8cbc7d65,V0,4.6,A1,,29.0,X1,7,1.8,0.8,
8cbc7d65,V0,4.6,A1,,28.0,X1,5,1.6,1.9,
8cbc7d65,V0,4.3,A1,,29.0,X1,5,1.5,1.9,
8cbc7d65,V0,4.8,A1,,29.0,X6,5,1.4,0.3,
7477a10b,V0,4.5,A0,25.0,16.0,X7,16,1.7,3.0,0.0
7477a10b,V0,4.3,A0,23.0,16.0,X7,17,1.6,2.6,0.0
7477a10b,V0,4.2,A0,13.0,17.0,X7,18,1.5,0.5,0.0
7477a10b,V0,4.5,A0,6.0,17.0,X7,18,1.4,0.2,0.0
7477a10b,V0,4.5,A0,7.0,19.0,X1,19,1.4,0.3,0.0
7477a10b,V0,4.7,A0,6.0,19.0,X1,19,1.3,0.2,0.0
7477a10b,V0,5.0,A0,7.0,20.0,X1,18,1.2,0.2,0.3
7477a10b,V0,4.7,A0,12.0,19.0,X7,17,1.0,1.0,0.0
7477a10b,V0,4.8,A0,7.0,20.0,X7,16,0.9,0.2,0.1
7477a10b,V0,4.8,A0,7.0,21.0,X7,15,0.9,0.4,0.0
84b6669c,V1,4.6,A0,26.0,20.0,X1,21,2.0,2.7,0.0
84b6669c,V3,4.7,A0,18.0,20.0,X1,21,1.9,1.9,0.0
84b6669c,V1,4.5,A0,15.0,19.0,X1,21,1.7,1.4,0.0
84b6669c,V3,4.7,A0,16.0,19.0,X1,21,1.5,1.4,0.0
84b6669c,V3,4.6,A0,15.0,19.0,X1,21,1.4,1.4,0.0
84b6669c,V3,4.7,A0,13.0,19.0,X1,21,1.3,1.1,0.0
84b6669c,V1,4.6,A0,12.0,19.0,X1,21,1.1,1.0,0.0
84b6669c,V3,4.6,A0,14.0,19.0,X1,21,1.0,1.3,0.0
84b6669c,V3,4.7,A0,13.0,20.0,X1,21,0.9,1.1,0.0
84b6669c,V2,4.7,A0,10.0,20.0,X0,21,0.8,0.6,0.0
2c93152c,V1,5.1,A2,8.0,30.0,X4,20,2.7,0.4,
2c93152c,V1,5.1,A1,7.0,27.0,X2,20,2.3,0.3,
2c93152c,V1,4.9,A1,8.0,30.0,X4,20,2.4,0.4,
2c93152c,V1,4.3,A1,7.0,32.0,X4,20,2.4,0.3,
2c93152c,V1,4.8,A1,16.0,30.0,X0,20,2.1,1.6,
2c93152c,V1,5.0,A1,9.0,28.0,X2,19,1.9,0.3,
2c93152c,V1,5.1,A1,7.0,26.0,X1,19,1.6,0.3,
2c93152c,V1,5.1,A1,6.0,26.0,X2,19,1.5,0.3,
2c93152c,V1,5.1,A1,6.0,29.0,X2,19,1.5,0.1,
2c93152c,V1,4.5,A1,7.0,31.0,X5,18,1.5,0.3,
d274d6cc,V10,4.3,A1,13.0,31.0,X7,3,2.7,0.4,0.0
d274d6cc,V1,4.2,A1,16.0,33.0,X0,2,2.7,1.7,0.0
d274d6cc,V1,4.5,A1,18.0,30.0,X0,1,2.4,2.0,0.0
d274d6cc,V2,4.7,A1,13.0,30.0,X1,0,2.3,0.6,0.0
d274d6cc,V10,4.5,A1,10.0,32.0,X0,0,2.3,0.0,0.1
d274d6cc,V2,4.4,A2,14.0,34.0,X4,0,2.3,1.6,0.0
d274d6cc,V10,4.2,A1,27.0,34.0,X4,1,2.1,2.1,0.0
d274d6cc,V2,4.1,A1,24.0,34.0,X4,1,2.0,3.1,0.0
d274d6cc,V10,4.7,A2,23.0,32.0,X4,1,1.7,2.4,0.5
d274d6cc,V10,4.8,A2,19.0,31.0,X4,2,1.5,1.9,0.0
25f8207a,V9,4.9,A2,11.0,33.0,X0,3,2.9,0.5,0.0
25f8207a,V1,4.5,A2,13.0,35.0,X5,2,2.9,0.7,0.0
25f8207a,V1,4.5,A2,18.0,35.0,X0,2,2.7,1.6,0.0
25f8207a,V1,4.8,A2,14.0,33.0,X0,3,2.5,1.3,0.0
25f8207a,V9,5.0,A2,12.0,32.0,X0,3,2.3,0.8,0.0
25f8207a,V9,4.9,A2,12.0,32.0,X0,3,2.1,0.9,0.0
25f8207a,V9,4.7,A2,15.0,33.0,X0,2,2.1,1.3,0.0
25f8207a,V9,4.7,A2,14.0,34.0,X0,2,2.0,1.1,0.0
25f8207a,V9,4.7,A2,16.0,34.0,X0,2,1.9,1.4,0.0
25f8207a,V9,4.8,A2,16.0,33.0,X1,2,1.7,1.7,0.0
1a7fddce,V0,4.1,A0,,25.0,X1,5,2.3,0.1,
1a7fddce,V0,3.8,A0,,28.0,X4,4,2.4,0.4,
1a7fddce,V0,4.1,A0,,27.0,X4,5,2.2,0.8,
1a7fddce,V0,4.9,A0,,25.0,X0,5,1.9,0.1,0.1
1a7fddce,V0,5.1,A1,,25.0,X1,5,1.8,0.3,
1a7fddce,V0,5.1,A0,,25.0,X0,5,1.7,0.5,
1a7fddce,V0,5.0,A1,,25.0,X5,5,1.5,0.1,
1a7fddce,V0,4.6,A0,,27.0,X4,4,1.5,0.6,
1a7fddce,V0,3.9,A0,,30.0,X0,3,1.6,0.8,
1a7fddce,V0,3.7,A0,,29.0,X3,3,1.4,0.3,
14af3593,V0,5.0,A0,10.0,21.0,X4,1,2.1,1.4,0.0
14af3593,V0,4.7,A0,15.0,23.0,X3,0,2.1,1.4,0.3
14af3593,V0,4.4,A0,22.0,24.0,X3,0,2.0,1.8,0.1
14af3593,V0,5.0,A0,26.0,24.0,X4,0,1.9,2.4,0.2
14af3593,V0,4.8,A1,27.0,26.0,X4,0,1.9,2.1,0.1
14af3593,V0,4.7,A1,27.0,28.0,X4,0,1.9,1.7,0.2
14af3593,V0,4.7,A1,31.0,27.0,X4,0,1.7,1.4,0.7
14af3593,V0,4.8,A0,33.0,25.0,X4,0,1.4,1.6,0.8
14af3593,V0,4.0,A0,36.0,27.0,X5,0,1.4,3.0,0.3
14af3593,V0,4.0,A0,38.0,27.0,X5,0,1.3,2.8,0.2
d5744cfa,V10,4.9,A1,21.0,26.0,X4,4,2.4,1.5,0.5
d5744cfa,V2,4.8,A1,21.0,26.0,X4,4,2.3,1.5,0.0
d5744cfa,V2,4.6,A0,20.0,26.0,X4,5,2.1,1.0,0.0
d5744cfa,V2,4.7,A0,20.0,26.0,X4,5,2.0,1.0,0.0
d5744cfa,V2,4.8,A0,17.0,26.0,X4,7,1.9,1.3,0.0
d5744cfa,V2,4.2,A0,16.0,27.0,X3,7,1.8,1.1,0.0
d5744cfa,V2,4.3,A0,12.0,27.0,X4,5,1.7,0.9,0.0
d5744cfa,V3,4.4,A0,8.0,25.0,X0,3,1.4,0.8,0.0
d5744cfa,V2,4.7,A0,12.0,23.0,X7,1,1.1,0.3,0.0
d5744cfa,V2,4.2,A0,27.0,24.0,X7,0,1.1,0.2,0.0
287f05bc,V0,4.3,A2,,35.0,,-1,3.0,,
287f05bc,V0,4.7,A2,,33.0,,-1,2.7,,
287f05bc,V0,4.9,A2,,31.0,,-1,2.5,,
287f05bc,V0,4.8,A2,,32.0,,-1,2.4,,
287f05bc,V0,4.3,A2,,34.0,,-1,2.4,,
287f05bc,V0,3.9,A1,,35.0,,-1,2.3,,
287f05bc,V0,4.0,A1,,35.0,,-1,2.2,,
287f05bc,V0,4.6,A2,,32.0,,-1,1.9,,
287f05bc,V0,4.9,A2,,31.0,,-1,1.7,,
287f05bc,V0,5.0,A2,,31.0,,-1,1.5,,
6b77d39e,V12,4.7,A0,19.0,22.0,X0,0,2.1,1.6,0.6
6b77d39e,V12,4.9,A0,13.0,22.0,X0,0,2.0,1.1,0.9
6b77d39e,V12,5.0,A0,18.0,21.0,X0,0,1.8,1.6,0.8
6b77d39e,V7,5.1,A0,19.0,21.0,X7,0,1.7,1.8,0.2
6b77d39e,V7,5.0,A0,14.0,22.0,X7,0,1.6,1.1,0.2
6b77d39e,V12,5.0,A0,17.0,23.0,X6,0,1.5,1.5,0.4
6b77d39e,V2,4.4,A0,19.0,23.0,X5,0,1.4,1.7,0.0
6b77d39e,V2,4.5,A0,20.0,23.0,X4,0,1.3,1.9,0.0
6b77d39e,V2,4.4,A0,24.0,22.0,X4,0,1.1,1.8,0.0
6b77d39e,V12,5.0,A0,17.0,21.0,X4,1,0.9,0.4,1.0
623a5230,V9,4.5,A0,14.0,25.0,X1,19,2.3,1.2,0.0
623a5230,V9,4.7,A0,12.0,25.0,X0,18,2.2,0.8,0.0
623a5230,V9,4.7,A0,11.0,25.0,X1,18,2.1,0.8,0.0
623a5230,V12,4.9,A0,11.0,25.0,X1,18,1.9,0.8,0.0
623a5230,V12,4.8,A0,12.0,25.0,X1,18,1.8,0.9,0.0
623a5230,V9,4.7,A0,12.0,26.0,X0,17,1.7,0.5,0.0
623a5230,V9,4.6,A0,10.0,26.0,X7,17,1.6,0.6,0.0
623a5230,V9,4.7,A0,13.0,25.0,X1,16,1.4,1.2,0.0
623a5230,V9,4.7,A0,14.0,25.0,X1,15,1.3,0.9,0.0
623a5230,V9,5.1,A1,16.0,25.0,X1,13,1.1,1.4,0.0
03b7dd32,V1,4.4,A0,13.0,20.0,X7,20,2.0,1.1,0.0
03b7dd32,V3,4.4,A0,9.0,21.0,X0,20,1.9,0.3,0.0
03b7dd32,V1,4.6,A0,7.0,22.0,X0,20,1.9,0.3,0.0
03b7dd32,V7,4.7,A0,11.0,22.0,X4,20,1.7,1.0,0.0
03b7dd32,V2,4.7,A0,15.0,22.0,X4,19,1.6,1.5,0.0
03b7dd32,V9,5.1,A0,14.0,23.0,X4,19,1.5,1.5,0.0
